id_consulta,tipo_tarefa,pergunta,resposta,arquitetura,tempo_resposta_seg,ferramenta_esperada,ferramenta_usada,erro,timestamp_inicio,timestamp_fim,referencia_tipo,referencia_url_esperada,referencia_codigo_linha,referencia_letreiro,referencia_sentido_descricao,referencia_erro,referencia_observacao,referencia_timestamp_inicio,referencia_timestamp_fim,referencia_linha_resolvida,referencia_horarios_esperados,referencia_rota_tempo_total_min,referencia_rota_distancia_total_km,referencia_rota_qtd_baldeacoes,referencia_rota_linhas_utilizadas,referencia_rota_pontos_embarque,referencia_rota_pontos_desembarque,referencia_faq_pergunta,referencia_faq_resposta,referencia_faq_texto,referencia_faq_categoria,referencia_faq_similaridade_pergunta,referencia_faq_score,pef,acuracia,completude,delta_temporal_status_seg,delta_temporal_horarios_seg,delta_temporal_rotas_seg,atualidade,qoi
R029,rota,"Me mostre uma rota de ônibus do Terminal Carrão até o MASP, na Avenida Paulista.","Para ir de ônibus do Terminal Carrão até o MASP, na Avenida Paulista, siga estas instruções:

1. **Caminhada até o Terminal Carrão**:
   - Distância: 76 metros
   - Duração: 1 minuto

2. **Ônibus**:
   - Linha: **4315-10 - Terminal Vila Carrão / Terminal Parque Dom Pedro II via Aricanduva-Radial Leste**
   - Direção: Terminal Parque Dom Pedro II
   - Ponto de partida: Terminal Carrão
   - Horário de saída: 9:10 AM
   - Horário de chegada: 9:52 AM
   - Distância: 14.1 km
   - Duração: 42 minutos

3. **Caminhada até o Terminal Parque Dom Pedro II**:
   - Distância: 0.1 km
   - Duração: 4 minutos

4. **Ônibus**:
   - Linha: **6403-10 - Terminal João Dias / Terminal Parque Dom Pedro II**
   - Direção: Terminal João Dias
   - Ponto de partida: Terminal Parque Dom Pedro II
   - Horário de saída: 10:00 AM
   - Horário de chegada: 10:15 AM
   - Distância: 5.3 km
   - Duração: 15 minutos

5. **Caminhada até o MASP**:
   - Endereço: Av. Paulista, 1578 - Bela Vista, São Paulo - SP, 01310-200
   - Distância: 0.4 km
   - Duração: 7 minutos

A duração total da viagem será de aproximadamente 1 hora e 14 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,12.2491,consultar_rota,consultar_rota,,2026-06-30T08:53:20.115873,2026-06-30T08:53:32.365474,rota,,,,,,,2026-06-30T08:53:19.320345,2026-06-30T08:53:20.115873,,,74,19.99,1,4315-10|6403-10,Terminal Carrão|Terminal Parque Dom Pedro II,Terminal Parque Dom Pedro II|Getúlio Vargas C/B 1,,,,,,,1,0.975,1.0,,,12.2496,1.0,0.991667
R030,rota,Como chegar de ônibus do Shopping Aricanduva até o Terminal Tatuapé?,"Para ir de ônibus do Shopping Aricanduva até o Terminal Tatuapé, siga estas instruções:

1. **Caminhada até a Av. Aricanduva, 5831**:
   - Distância: 1.3 km
   - Duração: 17 minutos

2. **Ônibus**:
   - Linha: **4311-10 - Terminal São Mateus / Terminal Parque Dom Pedro II via Aricanduva-Radial Leste**
   - Direção: Terminal Parque Dom Pedro II
   - Ponto de partida: Av. Aricanduva, 5831
   - Horário de saída: 9:14 AM
   - Horário de chegada: 9:37 AM
   - Distância: 9.1 km
   - Duração: 23 minutos

3. **Caminhada até o Terminal Metrô Tatuapé - Sul**:
   - Distância: 0.3 km
   - Duração: 4 minutos

4. **Ônibus**:
   - Linha: **372U-10 - Vila Santa Isabel / ↕ Tatuapé**
   - Direção: Vila Santa Isabel
   - Ponto de partida: Terminal Metrô Tatuapé - Sul
   - Horário de saída: 9:50 AM
   - Horário de chegada: 9:58 AM
   - Distância: 2.2 km
   - Duração: 8 minutos

5. **Caminhada até o Terminal Tatuapé**:
   - Endereço: R. Mal. Barbacena, 1416 - Tatuapé, São Paulo - SP, 03333-000
   - Distância: 0.2 km
   - Duração: 3 minutos

A duração total da viagem será de aproximadamente 1 hora e 3 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,26.4363,consultar_rota,consultar_rota,,2026-06-30T08:53:33.524208,2026-06-30T08:53:59.957557,rota,,,,,,,2026-06-30T08:53:32.368852,2026-06-30T08:53:33.524208,,,63,13.08,1,4311-10|372U-10,"Av. Aricanduva, 5831|Terminal Metrô Tatuapé - Sul","Rua Melo Freire, 355 - Parada Metrô Tatuapé B/C|Rua Maria Otília, 210",,,,,,,1,0.945,1.0,,,26.4333,1.0,0.981667
R031,rota,"Como ir de ônibus, com menos caminhada, do Terminal Santana até o MASP, na Avenida Paulista?","Para ir de ônibus do Terminal Santana até o MASP, na Avenida Paulista, priorizando menos caminhada, siga estas instruções:

1. **Caminhada até o Terminal Metrô Santana**:
   - Distância: 0.1 km
   - Duração: 1 minuto

2. **Ônibus**:
   - Linha: **106A-10 - ↕ Santana / Itaim Bibi**
   - Direção: Itaim Bibi
   - Ponto de partida: Terminal Metrô Santana
   - Horário de saída: 9:00 AM
   - Horário de chegada: 9:29 AM
   - Distância: 8.5 km
   - Duração: 29 minutos

3. **Caminhada até o MASP**:
   - Endereço: Av. Paulista, 1578 - Bela Vista, São Paulo - SP, 01310-200
   - Distância: 0.4 km
   - Duração: 8 minutos

A duração total da viagem será de aproximadamente 38 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,11.5796,consultar_rota,consultar_rota,,2026-06-30T08:54:00.554012,2026-06-30T08:54:12.134595,rota,,,,,,,2026-06-30T08:53:59.957557,2026-06-30T08:54:00.554012,,,38,9.02,0,106A-10,Terminal Metrô Santana,Getúlio Vargas C/B 2,,,,,,,1,0.945,1.0,,,11.5806,1.0,0.981667
R032,rota,"Qual rota de ônibus faço da Praça Centenário da Casa Verde até o Largo da Batata, em Pinheiros?","Para ir de ônibus da Praça Centenário da Casa Verde até o Largo da Batata, em Pinheiros, siga estas instruções:

1. **Caminhada até a Rua Carandaí, 322**:
   - Distância: 0.2 km
   - Duração: 3 minutos

2. **Ônibus**:
   - Linha: **175P-10 - ↕ Santana / ↕ Ana Rosa**
   - Direção: ↕ Ana Rosa
   - Ponto de partida: Rua Carandaí, 322
   - Horário de saída: 9:18 AM
   - Horário de chegada: 9:45 AM
   - Distância: 8.4 km
   - Duração: 28 minutos

3. **Ônibus**:
   - Linha: **856R-10 - Lapa / Socorro**
   - Direção: Socorro
   - Ponto de partida: Av. Dr. Arnaldo, 757
   - Horário de saída: 9:52 AM
   - Horário de chegada: 10:03 AM
   - Distância: 2.7 km
   - Duração: 10 minutos

4. **Caminhada até o Largo da Batata**:
   - Distância: 40 metros
   - Duração: 1 minuto

A duração total da viagem será de aproximadamente 48 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,12.6982,consultar_rota,consultar_rota,,2026-06-30T08:54:12.894954,2026-06-30T08:54:25.586289,rota,,,,,,,2026-06-30T08:54:12.139187,2026-06-30T08:54:12.894954,,,49,11.41,1,175P-10|856R-10,"Rua Carandaí, 322|Av. Dr. Arnaldo, 757","Av. Dr. Arnaldo, 757|Av. Brg. Faria Lima, 870 - Parada 2/Faria Lima",,,,,,,1,0.95,1.0,,,12.6913,1.0,0.983333
R033,rota,Como chegar de ônibus do Largo da Matriz de Nossa Senhora do Ó até o Terminal Barra Funda?,"Para ir de ônibus do Largo da Matriz de Nossa Senhora do Ó até o Terminal Barra Funda, siga estas instruções:

1. **Caminhada até a R. Javoraú**:
   - Distância: 0.5 km
   - Duração: 7 minutos

2. **Ônibus**:
   - Linha: **8528-10 - Jardim Guarani / Praça do Correio**
   - Direção: Praça do Correio
   - Ponto de partida: R. Javoraú
   - Horário de saída: 9:10 AM
   - Horário de chegada: 9:32 AM
   - Distância: 5.5 km
   - Duração: 22 minutos

3. **Caminhada até o Terminal Rodoviário Barra Funda**:
   - Endereço: Terminal Rodoviário Barra Funda, Barra Funda, São Paulo - SP, 01156-001
   - Distância: 0.5 km
   - Duração: 9 minutos

A duração total da viagem será de aproximadamente 38 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,11.397,consultar_rota,consultar_rota,,2026-06-30T08:54:26.457622,2026-06-30T08:54:37.859117,rota,,,,,,,2026-06-30T08:54:25.602251,2026-06-30T08:54:26.457622,,,38,6.5,0,8528-10,R. Javoraú,Terminal Metrô Barra Funda Norte,,,,,,,1,0.945,1.0,,,11.4015,1.0,0.981667
R034,rota,Quero ir de ônibus do Terminal Brasilândia até o Terminal Barra Funda.,"Para ir de ônibus do Terminal Brasilândia até o Terminal Barra Funda, siga estas instruções:

1. **Caminhada até a Estr. do Sabão, 1547**:
   - Distância: 0.2 km
   - Duração: 4 minutos

2. **Ônibus**:
   - Linha: **9785-10 - Vila Terezinha / ↕ Barra Funda**
   - Direção: ↕ Barra Funda
   - Ponto de partida: Estr. do Sabão, 1547
   - Horário de saída: 9:07 AM
   - Horário de chegada: 9:47 AM
   - Distância: 12.1 km
   - Duração: 40 minutos

3. **Caminhada até o Terminal Rodoviário Barra Funda**:
   - Endereço: Terminal Rodoviário Barra Funda, Barra Funda, São Paulo - SP, 01156-001
   - Distância: 0.2 km
   - Duração: 3 minutos

A duração total da viagem será de aproximadamente 47 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,11.5624,consultar_rota,consultar_rota,,2026-06-30T08:54:38.542145,2026-06-30T08:54:50.105041,rota,,,,,,,2026-06-30T08:54:37.862113,2026-06-30T08:54:38.542145,,,47,12.49,0,9785-10,"Estr. do Sabão, 1547","Av. Auro Soares De Moura Andrade, 0",,,,,,,1,0.945,1.0,,,11.5629,1.0,0.981667
R035,rota,Como ir de ônibus do Terminal Tucuruvi até o Hospital das Clínicas da FMUSP?,"Para ir de ônibus do Terminal Tucuruvi até o Hospital das Clínicas da FMUSP, siga estas instruções:

1. **Caminhada até a Av. Nova Cantareira, 2739**:
   - Distância: 0.3 km
   - Duração: 5 minutos

2. **Ônibus**:
   - Linha: **1018-10 - Vila Rosa / ↕ Santana**
   - Direção: ↕ Santana
   - Ponto de partida: Av. Nova Cantareira, 2739
   - Horário de saída: 9:11 AM
   - Horário de chegada: 9:29 AM
   - Distância: 4.5 km
   - Duração: 18 minutos

3. **Caminhada até a Rua Leite de Morais, 250 (Ponto Final da Linha 175t)**:
   - Distância: 62 metros
   - Duração: 1 minuto

4. **Ônibus**:
   - Linha: **175T-10 - ↕ Santana / ↕ Jabaquara**
   - Direção: ↕ Jabaquara
   - Ponto de partida: Rua Leite de Morais, 250
   - Horário de saída: 9:35 AM
   - Horário de chegada: 9:48 AM
   - Distância: 4.8 km
   - Duração: 14 minutos

5. **Caminhada até a Av. Sen. Queirós, Oposto Nº 151**:
   - Distância: 0.1 km
   - Duração: 1 minuto

6. **Ônibus**:
   - Linha: **702C-10 - Jardim Bonfiglioli / ↕ Belém**
   - Direção: Jardim Bonfiglioli
   - Ponto de partida: Av. Sen. Queirós, Oposto Nº 151
   - Horário de saída: 9:59 AM
   - Horário de chegada: 10:14 AM
   - Distância: 4.2 km
   - Duração: 15 minutos

7. **Caminhada até o Hospital das Clínicas**:
   - Endereço: R. Dr. Ovídio Pires de Campos, 225 - Cerqueira César, São Paulo - SP, 05403-010
   - Distância: 0.3 km
   - Duração: 5 minutos

A duração total da viagem será de aproximadamente 1 hora e 13 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,19.2842,consultar_rota,consultar_rota,,2026-06-30T08:54:50.878284,2026-06-30T08:55:10.166461,rota,,,,,,,2026-06-30T08:54:50.107052,2026-06-30T08:54:50.878284,,,63,13.37,2,2025-10|701U-10|7545-10,"Av. Luiz Dumont Villares, 2425|Terminal Metrô Santana|Consolacao",Terminal Metrô Santana|Consolacao|Clínicas C/B,,,,,,,1,0.85,1.0,,,19.2882,1.0,0.950000
R036,rota,Qual trajeto de ônibus faço do Terminal Jaçanã até o Terminal Parque Dom Pedro II?,"Para ir de ônibus do Terminal Jaçanã até o Terminal Parque Dom Pedro II, siga estas instruções:

1. **Caminhada até a Av. Luís Stamatis, 657**:
   - Distância: 0.1 km
   - Duração: 2 minutos

2. **Ônibus**:
   - Linha: **042 - Mairiporã (Divisa) / São Paulo (Terminal Rodoviário Tietê) via Metrô Tucuruvi**
   - Direção: Terminal Tietê via Metrô Tucuruvi
   - Ponto de partida: Av. Luís Stamatis, 657
   - Horário de saída: 9:04 AM
   - Horário de chegada: 9:29 AM
   - Distância: 9.8 km
   - Duração: 24 minutos

3. **Ônibus**:
   - Linha: **218 - São Bernardo do Campo (Área Verde) / São Paulo (Terminal Rodoviário Tietê)**
   - Direção: Área Verde (Seletivo)
   - Ponto de partida: Av. Cruzeiro do Sul, 1877
   - Horário de saída: 9:42 AM
   - Horário de chegada: 9:53 AM
   - Distância: 3.8 km
   - Duração: 11 minutos

4. **Caminhada até o Terminal Parque Dom Pedro II**:
   - Endereço: Terminal Parque Dom Pedro II, Parque Dom Pedro II - Centro Histórico de São Paulo, São Paulo - SP, 01015
   - Distância: 0.1 km
   - Duração: 2 minutos

A duração total da viagem será de aproximadamente 53 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,13.9824,consultar_rota,consultar_rota,,2026-06-30T08:55:10.894116,2026-06-30T08:55:24.888895,rota,,,,,,,2026-06-30T08:55:10.166461,2026-06-30T08:55:10.894116,,,53,13.88,1,042|218,"Av. Luís Stamatis, 657|Av. Cruzeiro do Sul, 1877","Av. Cruzeiro do Sul, 1877|Parque Dom Pedro II, 450",,,,,,,1,0.975,1.0,,,13.9948,1.0,0.991667
R037,rota,Como chegar de ônibus do Terminal Pirituba até o Shopping Tietê Plaza?,"Para ir de ônibus do Terminal Pirituba até o Shopping Tietê Plaza, siga estas instruções:

1. **Caminhada até a Av. Raimundo Pereira de Magalhães, 5215 - Parada Agarum C/B**:
   - Distância: 0.2 km
   - Duração: 3 minutos

2. **Ônibus**:
   - Linha: **361 - Francisco Morato (Parque 120) / São Paulo (Terminal Rodoviário Barra Funda)**
   - Direção: Metrô Barra Funda
   - Ponto de partida: Av. Raimundo Pereira de Magalhães, 5215
   - Horário de saída: 9:07 AM
   - Horário de chegada: 9:15 AM
   - Distância: 3.4 km
   - Duração: 11 minutos

3. **Caminhada até o Shopping Tietê Plaza**:
   - Endereço: Av. Raimundo Pereira de Magalhães, 1465 - Jardim Iris, São Paulo - SP, 05145-000
   - Distância: 0.2 km
   - Duração: 1 minuto

A duração total da viagem será de aproximadamente 11 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,11.719,consultar_rota,consultar_rota,,2026-06-30T08:55:25.664521,2026-06-30T08:55:37.383990,rota,,,,,,,2026-06-30T08:55:24.888895,2026-06-30T08:55:25.664521,,,11,3.76,0,361,"Av. Raimundo Pereira de Magalhães, 5215 - Parada Agarum C/B","Av. Raimundo Pereira de Magalhães, 1465",,,,,,,1,0.95,1.0,,,11.7195,1.0,0.983333
R038,rota,Me indique uma rota de ônibus do Terminal Jaraguá até o Terminal Pirituba.,"Parece que houve um erro na consulta, pois a rota que foi encontrada refere-se a um trajeto de longa distância entre Jaraguá do Sul e São Paulo, e não especificamente do Terminal Jaraguá. Deixe-me transferir novamente a tarefa para garantir que consigamos as informações corretas.Para ir de ônibus do Terminal Jaraguá até o Terminal Pirituba, siga estas instruções:

1. **Caminhada até a estação Jaraguá**:
   - Distância: 1.0 km
   - Duração: 14 minutos

2. **Trem**:
   - Linha: **Linha 7 - Rubi**
   - Direção: Palmeiras-Barra Funda
   - Horário de saída: 9:12 AM
   - Horário de chegada: 9:18 AM
   - Distância: 5.0 km
   - Duração: 5 minutos

3. **Caminhada até o Terminal Pirituba**:
   - Endereço: Terminal Pirituba - Jardim Cidade Pirituba, São Paulo - SP, 05140-020
   - Distância: 0.4 km
   - Duração: 6 minutos

A duração total da viagem será de aproximadamente 25 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,24.934,consultar_rota,consultar_rota,,2026-06-30T08:55:38.200158,2026-06-30T08:56:03.136473,rota,,,,,,,2026-06-30T08:55:37.385990,2026-06-30T08:55:38.200158,,,37,9.64,1,8594-10|361,"Av. Jerimanduba, 209|Av. Raimundo Pereira de Magalhães, 10215","Av. Raimundo Pereira de Magalhães, 10215|Av. Raimundo Pereira de Magalhães, 5215 - Parada Agarum C/B",,,,,,,1,0.825,1.0,,,24.9363,1.0,0.941667
R039,rota,Como ir de ônibus do Terminal Vila Maria até o Mercado Municipal do Brás?,"Para ir de ônibus do Terminal Vila Maria até o Mercado Municipal do Brás, siga estas instruções:

1. **Caminhada até a Av. Guilherme Cotching, 1551**:
   - Distância: 0.2 km
   - Duração: 3 minutos

2. **Ônibus**:
   - Linha: **1206-10 - Parque Vila Maria / Correio**
   - Direção: Correio
   - Ponto de partida: Av. Guilherme Cotching, 1551
   - Horário de saída: 9:15 AM
   - Horário de chegada: 9:40 AM
   - Distância: 6.9 km
   - Duração: 26 minutos

3. **Caminhada até o Mercado Municipal do Brás**:
   - Endereço: R. da Cantareira, 306 - Centro Histórico de São Paulo, São Paulo - SP, 01024-900
   - Distância: 0.2 km
   - Duração: 3 minutos

A duração total da viagem será de aproximadamente 32 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,24.2077,consultar_rota,consultar_rota,,2026-06-30T08:56:04.163645,2026-06-30T08:56:28.376077,rota,,,,,,,2026-06-30T08:56:03.140486,2026-06-30T08:56:04.163645,,,32,7.34,0,1206-10,"Av. Guilherme Cotching, 1551","Av. Sen. Queirós, Oposto Nº 586",,,,,,,1,0.92,1.0,,,24.2124,1.0,0.973333
R040,rota,Quero ir de ônibus do Shopping Center Norte até o Terminal Santana.,"Para ir de ônibus do Shopping Center Norte até o Terminal Santana, siga estas instruções:

1. **Caminhada até a Av. Otto Baumgart, 450 - Ponto Final da Linha 1760**:
   - Distância: 0.2 km
   - Duração: 3 minutos

2. **Ônibus**:
   - Linha: **1760-10 - COHAB Antártica / Shopping Center Norte**
   - Direção: COHAB Antártica
   - Ponto de partida: Av. Otto Baumgart, 450
   - Horário de saída: 9:07 AM
   - Horário de chegada: 9:18 AM
   - Distância: 2.8 km
   - Duração: 12 minutos

3. **Caminhada até o Terminal Santana**:
   - Endereço: Santana, São Paulo - SP, 02034-001
   - Distância: 0.2 km
   - Duração: 2 minutos

A duração total da viagem será de aproximadamente 17 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,12.7353,consultar_rota,consultar_rota,,2026-06-30T08:56:28.944117,2026-06-30T08:56:41.682538,rota,,,,,,,2026-06-30T08:56:28.376077,2026-06-30T08:56:28.944117,,,17,3.11,0,1760-10,"Av. Otto Baumgart, 450 - Ponto Final da Linha 1760","Av. Cruzeiro do Sul, 3200 - Parada 2/Metrô Santana",,,,,,,1,0.92,1.0,,,12.7384,1.0,0.973333
R041,rota,"Como chegar de ônibus da Rua da Mooca, 2000, até o Mercado Municipal de São Paulo?","Para ir de ônibus da Rua da Mooca, 2000 até o Mercado Municipal de São Paulo, siga estas instruções:

1. **Caminhada até a Rua João Antônio de Oliveira, 155**:
   - Distância: 0.1 km
   - Duração: 2 minutos

2. **Trolebus**:
   - Linha: **2100-10 - Terminal Vila Carrão / Praça da Sé**
   - Direção: Praça da Sé
   - Ponto de partida: Rua João Antônio de Oliveira, 155
   - Horário de saída: 9:05 AM
   - Horário de chegada: 9:11 AM
   - Distância: 1.5 km
   - Duração: 7 minutos

3. **Ônibus**:
   - Linha: **5630-10 - Terminal Grajaú / Brás**
   - Direção: Terminal Grajaú
   - Ponto de partida: Av. Alcântara Machado, 773
   - Horário de saída: 9:17 AM
   - Horário de chegada: 9:24 AM
   - Distância: 2.3 km
   - Duração: 7 minutos

4. **Caminhada até o Mercado Municipal**:
   - Endereço: R. da Cantareira, 306 - Centro Histórico de São Paulo, SP, 01024-900
   - Distância: 0.2 km
   - Duração: 3 minutos

A duração total da viagem será de aproximadamente 24 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,13.0509,consultar_rota,consultar_rota,,2026-06-30T08:56:42.585842,2026-06-30T08:56:55.638211,rota,,,,,,,2026-06-30T08:56:41.686564,2026-06-30T08:56:42.585842,,,24,4.15,1,2100-10|5630-10,"Rua João Antônio de Oliveira, 155|Av. Alcântara Machado, 773","Av. Alcântara Machado, 773|Av. Sen. Queirós, Oposto Nº 586",,,,,,,1,0.95,1.0,,,13.0524,1.0,0.983333
R042,rota,"Qual caminho de ônibus faço da Rua Vergueiro, 1000, até a Rua Cardeal Arcoverde, 2026?","Para ir de ônibus da Rua Vergueiro, 1000 até a Rua Cardeal Arcoverde, 2026, siga estas instruções:

1. **Caminhada até a Av. Bernardino de Campos, 159**:
   - Distância: 0.6 km
   - Duração: 9 minutos

2. **Ônibus**:
   - Linha: **378 - Santana de Parnaíba (Terminal Rodoviário Alphaville) / São Paulo (Metrô Paraíso)**
   - Direção: Terminal Rodoviário Alphaville
   - Ponto de partida: Av. Bernardino de Campos, 159
   - Horário de saída: 9:25 AM
   - Horário de chegada: 9:44 AM
   - Distância: 6.1 km
   - Duração: 18 minutos

A duração total da viagem será de aproximadamente 27 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,12.4899,consultar_rota,consultar_rota,,2026-06-30T08:56:56.464560,2026-06-30T08:57:08.958153,rota,,,,,,,2026-06-30T08:56:55.638211,2026-06-30T08:56:56.464560,,,27,6.68,0,378,"Av. Bernardino de Campos, 159","Rua Cardeal Arcoverde, 2026",,,,,,,1,0.975,1.0,,,12.4936,1.0,0.991667
R043,rota,"Como ir de ônibus do Terminal Sacomã até o MASP, na Avenida Paulista?","Para ir de ônibus do Terminal Sacomã até o MASP na Avenida Paulista, siga estas instruções:

1. **Caminhada até a estação Sacomã**:
   - Distância: 0.5 km
   - Duração: 9 minutos

2. **Metrô**:
   - Linha: **Linha 2 - Verde**
   - Direção: Vila Madalena
   - Ponto de partida: Sacomã
   - Horário de saída: 9:07 AM
   - Horário de chegada: 9:22 AM
   - Distância no metrô: 7.6 km
   - Duração: 15 minutos

3. **Caminhada até o MASP**:
   - Endereço: Av. Paulista, 1578 - Bela Vista, São Paulo - SP, 01310-200
   - Distância: 0.2 km
   - Duração: 3 minutos

A duração total da viagem será de aproximadamente 28 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,11.7852,consultar_rota,consultar_rota,,2026-06-30T08:57:09.997038,2026-06-30T08:57:21.773258,rota,,,,,,,2026-06-30T08:57:08.959126,2026-06-30T08:57:09.995057,,,52,10.62,2,5103-10|5290-10|175P-10,"Terminal Sacomã-Vereador Osvaldo Giannotti|Rua Domingos de Morais, 2565 - Parada Metrô Santa Cruz B/C|Av. Prof. Noé Azevedo, 205 - Parada Dona Júlia","Rua Loefgren, 1060|Av. Prof. Noé Azevedo, 205 - Parada Dona Júlia|Av. Paulista, 1374",,,,,,,1,0.5,1.0,,,11.7782,1.0,0.833333
R044,rota,Quero sair do Terminal Vila Prudente e chegar de ônibus ao Shopping Aricanduva.,"Para ir de ônibus do Terminal Vila Prudente até o Shopping Aricanduva, siga estas instruções:

1. **Caminhada até a Rua Ibitirama, 183**:
   - Distância: 0.2 km
   - Duração: 3 minutos

2. **Ônibus**:
   - Linha: **3134-10 - Shopping Aricanduva / Tamanduateí**
   - Direção: Shopping Aricanduva
   - Ponto de partida: Rua Ibitirama, 183
   - Horário de saída: 9:09 AM
   - Horário de chegada: 9:50 AM
   - Distância: 11.8 km
   - Duração: 42 minutos

3. **Caminhada até o Shopping Aricanduva**:
   - Endereço: Av. Aricanduva, 5555 - Aricanduva, São Paulo - SP, 03527-900
   - Distância: 1.2 km
   - Duração: 17 minutos

A duração total da viagem será de aproximadamente 1 hora e 2 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,13.3161,consultar_rota,consultar_rota,,2026-06-30T08:57:22.546760,2026-06-30T08:57:35.858725,rota,,,,,,,2026-06-30T08:57:21.783411,2026-06-30T08:57:22.546760,,,62,13.22,0,3134-10,"Rua Ibitirama, 183",Av. Principal Leste - Shopping Leste Aricanduva,,,,,,,1,0.92,1.0,,,13.312,1.0,0.973333
R045,rota,Como chegar de ônibus do Terminal Saúde até o Estádio do Morumbi?,"Para ir de ônibus do Terminal Saúde até o Estádio do Morumbi, siga estas instruções:

1. **Ônibus**:
   - Linha: **502J-10 - Estação Autódromo / Santa Cruz**
   - Direção: Estação Autódromo
   - Ponto de partida: Avenida Jabaquara, 1646
   - Horário de saída: 8:59 AM
   - Horário de chegada: 9:11 AM
   - Distância: 3.2 km
   - Duração: 15 minutos

2. **Ônibus**:
   - Linha: **857C-10 - Terminal Campo Limpo / Conceição**
   - Direção: Terminal Campo Limpo
   - Ponto de partida: Av. Pedro Bueno, 1448
   - Horário de saída: 9:19 AM
   - Horário de chegada: 9:29 AM
   - Distância: 3.1 km
   - Duração: 10 minutos

3. **Ônibus**:
   - Linha: **776M-10 - Terminal Água Espraiada / Aeroporto**
   - Direção: Terminal Água Espraiada
   - Ponto de partida: Av. Jornalista Roberto Marinho, 2305 - Parada Constantino de Sousa
   - Horário de saída: 9:33 AM
   - Horário de chegada: 9:44 AM
   - Distância: 2.7 km
   - Duração: 11 minutos

4. **Caminhada até Av. Morumbi, 7691**:
   - Distância: 0.2 km
   - Duração: 3 minutos

5. **Ônibus**:
   - Linha: **807J-10 - Terminal Campo Limpo / Shopping Morumbi**
   - Direção: Terminal Campo Limpo
   - Ponto de partida: Av. Morumbi, 7691
   - Horário de saída: 9:54 AM
   - Horário de chegada: 10:09 AM
   - Distância: 4.1 km
   - Duração: 15 minutos

6. **Caminhada até o Estádio do Morumbi**:
   - Endereço: Praça Roberto Gomes Pedrosa, 1 - Morumbi, São Paulo - SP, 05653-070
   - Distância: 0.1 km
   - Duração: 2 minutos

A duração total da viagem será de aproximadamente 1 hora e 12 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,19.1569,consultar_rota,consultar_rota,,2026-06-30T08:57:36.632654,2026-06-30T08:57:55.784068,rota,,,,,,,2026-06-30T08:57:35.866749,2026-06-30T08:57:36.632654,,,72,13.44,3,502J-10|857C-10|776M-10|807J-10,"Avenida Jabaquara 1646, São Paulo - São Paulo, 04046, Brasil|Av. Pedro Bueno, 1448|Av. Jornalista Roberto Marinho, 2305 - Parada Constantino de Sousa|Av. Morumbi, 7691","Av. Pedro Bueno, 1448|Av. Jornalista Roberto Marinho, 2305 - Parada Constantino de Sousa|Baltazar Fernandes C/B|Av. Jules Rimet, 231 - Oposto Estádio do Morumbi, Portão 4",,,,,,,1,0.975,1.0,,,19.1514,1.0,0.991667
